Title: List of Funded Startups in San Francisco (2026)
San Francisco remains the epicenter of innovation and these freshly funded San Francisco startups are defining what’s next. 

From [AI](https://fundraiseinsider.com/blog/ai-startups/)and Web3 to [biotech](https://fundraiseinsider.com/blog/biotech-startups/), [SaaS](https://fundraiseinsider.com/blog/recently-funded-saas-startups/), and enterprise automation, San Francisco’s startups continue to attract some of the largest funding rounds in the world. These companies are scaling fast, hiring top talent, expanding into new markets, and actively looking for partners, platforms, and services to fuel their next phase of growth. 

At Fundraise Insider, we track every newly funded startup in San Francisco and deliver verified contact details for founders, C-suite executives, and decision makers so you can reach out before your competitors even know they raised. 

Below is a sample of recently funded startups based in San Francisco. 

Just after raising venture capital, startups in San Francisco will hire new employees, sign-on new agencies (marketing, software development, recruitment, legal, accounting, etc) and buy new SaaS software to help them grow their business. 

If you’re looking to sign-on new clients this year, pitch to these San Francisco startups right after they raise funding via the [B2B sales leads list](https://fundraiseinsider.com/)– **Fundraise Insider **, trusted by the likes of Google, Oracle, Brex, Plaid, Gartner, etc. 

> Pay Once, Get Lifetime Weekly Leads | Fundraise Insider

## Newly Funded San Francisco Startups

****Click here to download 10 leads from newly funded startups. ****

**Leads list includes: ***First Name, Last Name, Title, Company, Email, Linkedin Url, # Employees, Industry, Website, Company Linkedin Url, Facebook Url, Twitter Url, Company Phone, Technologies, Annual Revenue, Short Description, Founded Year, Top 5 Investors, Funding Amount, Headquarters, Funding Type, Funding Date. *

| Company | Industry | Website | Headquarters | Funding Type | 
| Principle | information technology & services | http://www.futureprinciple.com | San Francisco, California, United States | Pre-Seed | 
| Fieldguide | information technology & services | http://www.fieldguide.io | San Francisco, California, United States | Series C | 
| Sorella Labs | financial services | http://www.sorellalabs.xyz | San Francisco, California, United States | Venture - Series Unknown | 
| BizTrip AI | leisure, travel & tourism | http://www.biztrip.ai | San Francisco, California, United States | Pre-Seed | 
| Propy | real estate | http://www.propy.com | Palo Alto, California, United States | Debt Financing | 
| Foundry Robotics | mechanical or industrial engineering | http://www.foundryrobotics.ai | San Francisco, California, United States | Seed | 
| Snout | veterinary | http://www.snout.com | San Francisco, California, United States | Debt Financing | 
| Cellares | pharmaceuticals | http://www.cellares.com | South San Francisco, California, United States | Series D | 
| Decagon | information technology & services | http://www.decagon.ai | San Francisco, California, United States | Series D | 
| PaleBlueDot AI | information technology & services | http://www.palebluedot.ai | Palo Alto, California, United States | Series B | 
| Eliyan | semiconductors | http://www.eliyan.com | Santa Clara, California, United States | Venture - Series Unknown | 
| Emobi | information technology & services | http://www.emobi.ai | San Francisco, California, United States | Seed | 
| TakeTwo | entertainment | http://www.trytaketwo.com | Sunnyvale, California, United States | Pre-Seed | 
| Bexorg | research | http://www.bexorg.com | San Francisco, California, United States | Grant | 
| Heritable Agriculture | machinery | http://www.heritable.ag | Mountain View, California, United States | Grant | 
| Elysium Therapeutics | biotechnology | http://www.elysiumrx.com | Danville, California, United States | Undisclosed | 
| Sentra | information technology & services | http://www.sentra.app | San Francisco, California, United States | Seed | 
| Modelence | information technology & services | http://www.modelence.com | San Francisco, California, United States | Seed | 
| Span | information technology & services | http://www.span.io | San Francisco, California, United States | Venture - Series Unknown | 
| Auron Solutions | defense & space | http://www.auron.solutions | San Francisco, California, United States | Pre-Seed | 
| Fiddler AI | information technology & services | http://www.fiddler.ai | Palo Alto, California, United States | Series C | 
| Antheia | research | http://www.antheia.bio | Menlo Park, California, United States | Series C | 
| Midship | information technology & services | http://www.midship.ai | San Francisco, California, United States | Seed | 
| TRex Bio | research | http://www.trex.bio | South San Francisco, California, United States | Venture - Series Unknown | 
| Fulcrum | information technology & services | http://www.withfulcrum.com | San Francisco, California, United States | Series A | 
| Mesh | financial services | http://www.meshpay.com | San Francisco, California, United States | Series C | 
| Upwind Security | computer & network security | http://www.upwind.io | San Francisco, California, United States | Series B | 
| Merlin Solar Technologies | semiconductors | http://www.merlinsolar.com | San Jose, California, United States | Debt Financing | 
| Tradespace | information technology & services | http://www.tradespace.io | San Francisco, California, United States | Series A | 
| Zocks | information technology & services | http://www.zocks.io | San Francisco, California, United States | Series B | 
| Ricursive Intelligence | information technology & services | http://www.ricursive.com | Palo Alto, California, United States | Series A | 
| Grid Aero | aviation & aerospace | http://www.grid.aero | Palo Alto, California, United States | Series A | 
| Railway | information technology & services | http://www.railway.com | San Francisco, California, United States | Series B | 
| Artie | information technology & services | http://www.artie.com | San Francisco, California, United States | Series A | 
| LiveKit | information technology & services | http://www.livekit.io | San Jose, California, United States | Series C | 
| Blockit AI | information technology & services | http://www.blockit.com | San Francisco, California, United States | Seed | 
| Superstate | financial services | http://www.superstate.com | San Francisco, California, United States | Series B | 
| PURE Property Management | real estate | http://www.purepm.co | Los Gatos, California, United States | Debt Financing | 
| Anello Photonics | mechanical or industrial engineering | http://www.anellophotonics.com | Santa Clara, California, United States | Grant | 
| Inferact | information technology & services | http://www.inferact.ai | San Francisco, California, United States | Seed | 
| OrgChart | information technology & services | http://www.theorgchart.com | Novato, California, United States | Private Equity | 
| PsiQuantum | computer hardware | http://www.psiquantum.com | Palo Alto, California, United States | Venture - Series Unknown | 
| Zipline | logistics & supply chain | http://www.zipline.com | San Francisco, California, United States | Venture - Series Unknown | 
| Nexxa.ai | information technology & services | http://www.nexxa.ai | Sunnyvale, California, United States | Seed | 
| RadixArk | information technology & services | http://www.radixark.ai | San Francisco, California, United States | Seed | 
| Upscale AI | computer networking | http://www.upscaleai.com | Santa Clara, California, United States | Series A | 
| ShelfEx | information technology & services | http://www.shelfexecution.com | San Francisco, California, United States | Seed | 
| BrightInsight | information technology & services | http://www.brightinsight.com | Sunnyvale, California, United States | Venture - Series Unknown | 
| Emergent | information technology & services | http://www.emergent.sh | Pleasanton, California, United States | Series B | 
| Baseten | information technology & services | http://www.baseten.co | San Francisco, California, United States | Venture - Series Unknown | 
| Ethernovia | semiconductors | http://www.ethernovia.com | San Jose, California, United States | Series B | 
| Probius | research | http://www.probius.bio | Fremont, California, United States | Grant | 
| Ivo | information technology & services | http://www.ivo.ai | San Francisco, California, United States | Series B | 
| Outsite | leisure, travel & tourism | http://www.outsite.co | Santa Cruz, California, United States | Private Equity | 
| Thunder Compute | information technology & services | http://www.thundercompute.com | San Francisco, California, United States | Seed | 
| XBuild | information technology & services | http://www.x.build | San Francisco, California, United States | Series A | 
| humans& | information technology & services | http://www.humansand.ai | Redwood City, California, United States | Seed | 
| ditto | information technology & services | http://www.dittowords.com | San Francisco, California, United States | Series A | 
| Morph Systems | information technology & services | http://www.morphsys.ai | Palo Alto, California, United States | Pre-Seed | 
| Return Signals | information technology & services | http://www.returnsignals.com | San Francisco, California, United States | Pre-Seed | 
| TwoStep Therapeutics | research | http://www.twosteptx.com | Palo Alto, California, United States | Series A | 
| L-Charge | environmental services | http://www.l-charge.net | Sunnyvale, California, United States | Venture - Series Unknown | 
| BridgeBio | research | http://www.bridgebio.com | Palo Alto, California, United States | Debt Financing | 
| Nasdaq Private Market | financial services | http://www.nasdaqprivatemarket.com | San Francisco, California, United States | Series C | 
| ClickHouse | information technology & services | http://www.clickhouse.com | Palo Alto, California, United States | Series D | 
| Trust for Public Land | nonprofit organization management | http://www.tpl.org | San Francisco, California, United States | Grant | 
| GovDash | information technology & services | http://www.govdash.com | San Francisco, California, United States | Series B | 
| equal1 | nanotechnology | http://www.equal1.com | San Carlos, California, United States | Venture - Series Unknown | 
| Mytra | machinery | http://www.mytra.ai | South San Francisco, California, United States | Series C | 
| Higgsfield | information technology & services | http://www.higgsfield.ai | San Francisco, California, United States | Series A | 
| Prime Intellect | information technology & services | http://www.primeintellect.ai | San Francisco, California, United States | Venture - Series Unknown | 
| Pinch AI | information technology & services | http://www.pinch.ai | San Jose, California, United States | Seed | 
